1,6,887431973
1,10,875693118
1,12,878542960
1,14,874965706
1,17,875073198
1,20,887431883
1,23,875072895
1,24,875071713
1,27,876892946
1,31,875072144
1,33,878542699
1,36,875073180
1,39,875072173
1,44,878543541
1,47,875072125
1,49,878542478
1,51,878543275
1,53,876893206
1,54,878543308
1,56,875072716
1,60,875072370
1,61,878542420
1,62,878542282
1,64,875072404
1,65,875072125
1,67,876893054
1,69,875072262
1,70,875072895
1,72,878542678
1,73,876892774
1,74,889751736
1,76,878543176
1,78,878543176
1,80,876893008
1,81,875072865
1,82,878542589
1,84,875072923
1,85,875073180
1,86,878543541
1,90,878542300
1,91,876892636
1,92,876892425
1,96,875072716
1,97,875073128
1,98,875072404
1,100,878543541
1,102,889751736
1,103,878542845
1,104,875241619
1,107,875241619
1,108,875240920
1,112,878542441
1,113,878542738
1,114,875072173
1,117,874965739
1,118,875071927
1,120,875241637
1,121,875071823
1,125,878542960
1,128,875072573
1,129,887431908
1,130,875072002
1,132,878542889
1,134,875073067
1,140,878543133
1,143,875072631
1,145,875073067
1,148,875240799
1,150,876892196
1,151,875072865
1,154,878543541
1,155,878542201
1,157,876892918
1,159,875073180
1,160,875072547
1,161,875072303
1,163,875072442
1,164,876893171
1,170,876892856
1,171,889751711
1,174,875073198
1,175,875072547
1,177,876892701
1,180,875072573
1,183,875072262
1,184,875072956
1,185,875072631
1,186,875073128
1,188,875073128
1,189,888732928
1,190,875072125
1,193,876892654
1,196,874965677
1,200,876893098
1,201,878542960
1,202,875072442
1,206,876893205
1,208,878542960
1,209,888732908
1,210,878542909
1,212,875072895
1,213,876892896
1,214,875072520
1,215,876893145
1,218,876892856
1,219,878542327
1,221,887431921
1,222,878873388
1,224,875071484
1,225,878542738
1,226,878543176
1,227,876892946
1,228,878543541
1,229,878542075
1,230,878542420
1,232,878543196
1,233,878542552
1,235,875071589
1,236,875071898
1,241,878543133
1,242,889751633
1,243,875241390
1,248,874965954
1,250,874965706
1,252,875240677
1,253,874965970
1,254,878541392
1,255,885345822
1,258,878873389
1,259,875692979
1,260,875071713
1,262,875071421
1,264,875071713
1,265,878542441
1,266,885345728
1,267,875692955
1,272,887431647
2,13,888551922
2,19,888550871
2,50,888552084
2,251,888552084
2,257,888551062
2,279,888551745
2,280,888551441
2,281,888980240
2,290,888551441
2,292,888550774
2,297,888550871
2,298,888551441
2,299,888550774
2,301,888550631
2,303,888550774
2,307,888550066
2,308,888979945
2,312,888550631
2,313,888552084
2,314,888980085
2,315,888550774
2,316,888979693
3,245,889237247
3,264,889237297
3,272,889237055
3,294,889237224
3,299,889237199
3,300,889236939
3,307,889237224
3,318,889237482
3,323,889237269
3,324,889237247
3,327,889237455
3,328,889237455
3,330,889237297
3,331,889237455
3,332,889237224
3,334,889237122
3,335,889237269
3,337,889236983
3,341,889237055
3,343,889237122
3,345,889237004
3,348,889237455
3,349,889237269
3,350,889237076
3,351,889237315
3,354,889237004
4,50,892003526
4,260,892004275
4,264,892004275
4,288,892001445
4,294,892004409
4,303,892002352
4,354,892002353
4,356,892003459
4,357,892003525
4,361,892002353
5,1,875635748
5,2,875636053
5,17,875636198
5,24,879198229
5,40,879198109
5,42,875636360
5,62,875637575
5,69,875721555
5,79,875635895
5,80,875636511
5,89,875636033
5,90,875636297
5,94,878844651
5,98,875720691
5,100,875635349
5,102,875721196
5,109,875635350
5,110,875636493
5,139,875721260
5,143,875636815
5,144,875636141
5,153,875636375
5,154,875636691
5,167,875636281
5,173,875636675
